airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,missionCandidate,MissionCandidateLanguages
recAkVhIw6sDREeYu,recAczNwH7Yk3tM2z,,,30000,42000,"Master 2: Dirigeant manager opérationnel d'entreprise",Rejected by client,recAkVhIw6sDREeYu,"office-365,project-management",recAkVhIw6sDREeYu,europe/france,recAkVhIw6sDREeYu,"en,fr"
recamVhxwOYafJzxj,rec5Vy4oVduUs4WKq,,,2500,,,Sent to Client,recamVhxwOYafJzxj,"business-management,economics,partnerships,psychology,sales",,,recamVhxwOYafJzxj,"de,en,hu"
recaNXefUDoqBe9gT,recONKansnIbXY6ij,,,52000,55000,,Mission closed by client,,,,,recaNXefUDoqBe9gT,"de,en,fr"
recapZ0TpM0lp8wk4,recAtcVMDz425qUT3,,,80,85,,Rejected by CP,recapZ0TpM0lp8wk4,"amazon-web-services-aws,data-extraction,data-modeling,data-warehousing,python",,,recapZ0TpM0lp8wk4,"en,uk"
recaSgZk7g8CdXc94,recAtcVMDz425qUT3,,,80000,90000,,Interview Process,recaSgZk7g8CdXc94,"big-data,data-science,etl,machine-learning",,,recaSgZk7g8CdXc94,en
recB2b0ZQWgOei6ZT,recLaxiCREBzTpmDO,,,43000,,,Rejected by CP,recB2b0ZQWgOei6ZT,"administration,administrative-assistance,client-relations,microsoft-office,organization-of-events,organizational-communication",,,recB2b0ZQWgOei6ZT,"en,fr"
recb8EKHCSC0Udrjq,recXsP0cgPHypy429,,,50000,,,Rejected by client,,,,,recb8EKHCSC0Udrjq,"en,fr,zh"
recbAC7kVR6qunAbL,recKRL2QH6xEYq7sa,2023-03-21,,60,60,Master,Rejected by CP,recbAC7kVR6qunAbL,business,,,recbAC7kVR6qunAbL,"ar,de,en"
recbbwgi5jywErxWD,recWril35NdQ1pyCs,,,50000,,,Rejected by client,,,,,recbbwgi5jywErxWD,"en,fr,zh"
recbCl7djo3x62XLi,recsld3DKqBhnW6rg,2023-04-17,2023-04-17,114000,,Master of Business Administration in Management Consulting & Finance,Mission closed by client,recbCl7djo3x62XLi,"data-analysis,kpi-dashboards,operations-management",,,recbCl7djo3x62XLi,ar
recBE5TM87g68GcNX,recAtcVMDz425qUT3,,,75000,,,Rejected by client,recBE5TM87g68GcNX,"data-analysis,data-mapping,data-science,databases",,,recBE5TM87g68GcNX,en
recBEfFkPrVAnp7TX,recJA0GigXHF9h4jF,,,,,,Mission closed by client,recBEfFkPrVAnp7TX,blockchain,,,recBEfFkPrVAnp7TX,fr
recBF15JcugnsvBlm,recAczNwH7Yk3tM2z,,,41000,,,Sent to Client,recBF15JcugnsvBlm,"hubspot,microsoft-office,sales,salesforce.com",,,recBF15JcugnsvBlm,"en,es,fr"
recbhYCiGEVlLcvFM,recGxlU3W94snVhuH,2023-02-24,2023-03-10,55000,55000,MEd in Educational Leadership & School Development,Rejected by client,recbhYCiGEVlLcvFM,"building-long-term-relationships,client-focused,large-deals,leadership-development,marketing-strategy,negotiation,new-business-development,new-business-opportunities,saas,sales",recbhYCiGEVlLcvFM,europe/united-kingdom,recbhYCiGEVlLcvFM,"en,zh"
recbHYuUZhqtsollY,rec5Vy4oVduUs4WKq,,,22000,,,Sent to Client,recbHYuUZhqtsollY,sales,,,recbHYuUZhqtsollY,"en,hu"
recbhz85AVFQvC5vu,reciyBfDq6P4e5jEN,2023-03-01,,40000,40000,Master of International Marketing (MIM),Screened by CP,recbhz85AVFQvC5vu,"crypto,dao",,,recbhz85AVFQvC5vu,"en,ru"
recbjkendcIcHisjl,recAczNwH7Yk3tM2z,,,2000,,,Rejected by CP,recbjkendcIcHisjl,"crt,drc,geodesy,google+,hub,jabber,microsoft-excel,outlook,powerpoint,zoom",,,recbjkendcIcHisjl,"en,fr"
recBKUl7AWuCOUQE0,recAtcVMDz425qUT3,,,80000,,,Rejected by client,recBKUl7AWuCOUQE0,"data-feeds,data-modeling,data-science,databases",,,recBKUl7AWuCOUQE0,en
recBLcRR90d3uPf6Z,recMh3kDSANBvdJbu,2023-03-01,,,,Engineering ,Rejected by client,,,,,recBLcRR90d3uPf6Z,"en,hi,mr"
recbmAafFtY37SwMf,recwMSrftJ7BbX5mZ,,,7000,,,Rejected by CP,recbmAafFtY37SwMf,"test-automation,test-automation-framework",,,recbmAafFtY37SwMf,en
recbQDvsGD5qhFnTY,recMh3kDSANBvdJbu,,,7,,,Rejected by CP,recbQDvsGD5qhFnTY,"automation,manual-testing",recbQDvsGD5qhFnTY,asia/india,recbQDvsGD5qhFnTY,"en,hi"
recBUZxeE1g6jwsWQ,recGrGIFWaByaa5dg,,,,,,Waiting list,recBUZxeE1g6jwsWQ,"data-analysis,digital-marketing",,,recBUZxeE1g6jwsWQ,"ar,en"
recbXBI0loVwhghIE,recwMSrftJ7BbX5mZ,2023-03-31,,800000,15000000,V.tech,Rejected by CP,recbXBI0loVwhghIE,"node.js,python,sql-plus",,,recbXBI0loVwhghIE,en
recC0mu4j6wRAn5Wl,recTOLFUh69KqHf4t,2023-06-01,,55000,,"MANAGEMENT COMMERCIAL, OPTION COMMERCE INTERNATIONAL",Rejected by CP,recC0mu4j6wRAn5Wl,"energy,sales-cycle-management",,,recC0mu4j6wRAn5Wl,fr
recC0NkvbXw2PKWHG,rec6N2U5wJf7t3ySH,2023-04-27,,70000,,Management Computing (unfinished),Waiting list,recC0NkvbXw2PKWHG,"embedded-c++,javascript-libraries,python",,,recC0NkvbXw2PKWHG,"es,pt"
recc1enPy7qd3ntkx,recAtcVMDz425qUT3,,,85,,,Rejected by client,recc1enPy7qd3ntkx,data-science,,,recc1enPy7qd3ntkx,en
recC1FGhA3dWbGMSb,recZzXqsiS77tAAcS,,,38000,,MBA,Candidate not interested,recC1FGhA3dWbGMSb,"energy,final-cut-pro,ifc",recC1FGhA3dWbGMSb,europe/france,recC1FGhA3dWbGMSb,"en,fr"
recc5NFaAhMaR3sN6,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recc5NFaAhMaR3sN6,"agile-methodologies,java,jira,mysql,sdl,sql-clr,test-cases,test-scenarios,tfs",,,recc5NFaAhMaR3sN6,"en,hi,mr"
recC9LdQvmKVTdQ2Q,recZzXqsiS77tAAcS,,,43000,,International Business development,Rejected by client,recC9LdQvmKVTdQ2Q,"brand-development,energy,project-management",recC9LdQvmKVTdQ2Q,europe/france,recC9LdQvmKVTdQ2Q,"en,fr"
reccbwERPyJV1KFyL,recdN16e9aiTj0z3a,,,32000,42000,Business Administration,Rejected by client,reccbwERPyJV1KFyL,"driving-license,sales,sales-growth,sales-presentations,salesforce.com",,,reccbwERPyJV1KFyL,"en,es"
recCewiixOZ1I28tL,rec6N2U5wJf7t3ySH,2023-05-14,,70000,80000,Computer Engineering (Master’s Degree),Interview Process,recCewiixOZ1I28tL,".net,asp.net-web-api,spanish",,,recCewiixOZ1I28tL,en
reccfAfeoDDkLmACm,rec11F8d7djUmcYvT,,,24000,,,Sent to Client,reccfAfeoDDkLmACm,sales,,,reccfAfeoDDkLmACm,"bg,en"
recCfuV7rRpagEOyP,recAtcVMDz425qUT3,,,90000,,MSc Machine Learning (Data Science),Candidate not interested,recCfuV7rRpagEOyP,"data-science,machine-learning,matlab,python,scrum,vba",,,recCfuV7rRpagEOyP,"en,it,sn"
recCHIZg0hKzPjTDc,recwe9VS4h7Qfkzjd,,,40000,,,Mission closed by client,,,,,recCHIZg0hKzPjTDc,"en,fr"
recChmJF3XdhP1gGO,recwMSrftJ7BbX5mZ,,,,,,Sent to Client,recChmJF3XdhP1gGO,"quality-assurance,test-automation,test-automation-framework",,,recChmJF3XdhP1gGO,en
recci7RcakpFc4A7Q,recwMSrftJ7BbX5mZ,,,,,,Sent to Client,recci7RcakpFc4A7Q,"mysql,python,sql-azure",,,recci7RcakpFc4A7Q,"en,hi"
recciTuZKZkHhhtoR,rec25eM1zf8i9g7V4,,,,,"Bachelors of Engineering,Computer Science",Rejected by CP,recciTuZKZkHhhtoR,"agile-methodologies,black-box-testing,css,data-analysis,figma,functional-testing,heuristics,html,java,microsoft-excel,personnel-evaluation,product-management,python,react,software-development,sql-tuning,tableau,white-box",recciTuZKZkHhhtoR,worldwide,recciTuZKZkHhhtoR,"en,hi"
reccM3TacQIokVIoH,recGxlU3W94snVhuH,2023-04-17,,60000,,BA in Business/ Managerial Financial degree,Rejected by CP,reccM3TacQIokVIoH,"microsoft-excel,mspowerpoint,outlook",,,reccM3TacQIokVIoH,"en,pt"
reccNROcAsXZqUi0d,recA3Ye1PMACJlO1Z,2023-03-06,,130000,150000,Computer Science,Rejected by CP,reccNROcAsXZqUi0d,"amazon-web-services-aws,ecs,javascript,node.js,php,postgresql,python,windows-azure",,,reccNROcAsXZqUi0d,en
recCOWUF1V3Yr8m39,recwMSrftJ7BbX5mZ,2023-03-01,,,7920,Engineering in Information Technology,Rejected by CP,,,,,recCOWUF1V3Yr8m39,"en,hi"
reccRIgzqtwgentEk,recA3Ye1PMACJlO1Z,,,,,Computer Sciense,Rejected by CP,reccRIgzqtwgentEk,"html,html-scripting,node.js,react-native,redis",,,reccRIgzqtwgentEk,"en,hi"
recCRvANVdqGXksk0,rec2Xnb1aA6Evh8id,2023-04-30,2023-04-30,55000,70000,"Science in Electrical Engineering, Computer network  Telecommunication",Rejected by client,recCRvANVdqGXksk0,"databases,java,javascript,linux,oracle,postgresql,ruby,sql-plus",recCRvANVdqGXksk0,worldwide,recCRvANVdqGXksk0,"en,fr,zh"
reccw4WGRUlx9CqDD,recXUiPBv1AYRBeEF,2023-05-01,,700,,Computing,Rejected by client,reccw4WGRUlx9CqDD,"linux,visual-c++",,,reccw4WGRUlx9CqDD,en
recCxRkBUJM3AB6DC,recGxlU3W94snVhuH,,,,,Finance,Rejected by CP,recCxRkBUJM3AB6DC,"bloomberg,microsoft-excel,powerpoint",,,recCxRkBUJM3AB6DC,"en,fr,zh"
recD06sAa1UAhBbtG,rec5J1KpQYUAeo0rW,,,65000,, Sales & Marketing Management,Rejected by CP,recD06sAa1UAhBbtG,"business-planning,crm,sales-growth",recD06sAa1UAhBbtG,europe/spain,recD06sAa1UAhBbtG,"en,es,pt"
recD0SkHsj6eEzyQf,recA3Ye1PMACJlO1Z,,,,,,Mission closed by client,recD0SkHsj6eEzyQf,.com,,,recD0SkHsj6eEzyQf,fr
recD1C0Gn8vs5aJJP,recKRL2QH6xEYq7sa,,,65000,,,Rejected by CP,,,,,recD1C0Gn8vs5aJJP,"de,en,fr"
recd29G0V8MGJtcz9,rec25eM1zf8i9g7V4,,,,,,Rejected by CP,recd29G0V8MGJtcz9,security,,,recd29G0V8MGJtcz9,en
recd4IASfmpQLrJ42,recXUiPBv1AYRBeEF,,,700,,,Rejected by CP,recd4IASfmpQLrJ42,turbo-c++,recd4IASfmpQLrJ42,europe,recd4IASfmpQLrJ42,en
recd7JirL618ifned,rec5Vy4oVduUs4WKq,,,,,Foreign Trade Manager - Diplomawork: The latest customs technical procedures,Rejected by CP,recd7JirL618ifned,microsoft-office,recd7JirL618ifned,europe,recd7JirL618ifned,"de,en,hu"
recd7ty6K8x9jqUOh,recAtcVMDz425qUT3,,,85000,90000,Jan 2022 - Mar 2023 Grade: Distinction,Rejected by client,recd7ty6K8x9jqUOh,data-modeling,,,recd7ty6K8x9jqUOh,en
recDAH1oJvkJew4za,recavhovBsS2p3eZO,,,,,"Economics,Accounting",Sent to Client,recDAH1oJvkJew4za,"account-management,business-development,category-management,driving-license,international-sales,market-research,marketing,negotiation,sales,sales-management,sap",,,recDAH1oJvkJew4za,"de,en,es,fr,ro"
recDBiO0z2FQKDN5f,reciyBfDq6P4e5jEN,2023-03-01,,,,Bachelor of Law (LL.B),Waiting list,recDBiO0z2FQKDN5f,"crypto,dao",,,recDBiO0z2FQKDN5f,"en,ru"
recDClOhKmi6QGKkH,recA3Ye1PMACJlO1Z,,,293,,"Master of Computing Applications - MCA, Computer Science",Mission closed by client,recDClOhKmi6QGKkH,"amazon-web-services-aws,angularjs,asp.net,graphql,node.js,react",,,recDClOhKmi6QGKkH,en
recDCqvAGCaEI7bY2,recOO9bDKaXhlAHdo,,,20000,,,Sent to Client,recDCqvAGCaEI7bY2,sales,,,recDCqvAGCaEI7bY2,"el,en,es"
recdCvAnXvbMcirsk,recONKansnIbXY6ij,,,35000,40000,,Rejected by client,,,,,recdCvAnXvbMcirsk,"en,fr"
recDd1U2aVUSI5heZ,reclHFyhFZjXOSbEp,,,60,80,,Rejected by CP,recDd1U2aVUSI5heZ,react-native,,,recDd1U2aVUSI5heZ,"en,hi"
recDda1GZ09imatv1,recwMSrftJ7BbX5mZ,,,5000,,,Sent to Client,recDda1GZ09imatv1,"automation,test-automation,test-automation-framework",,,recDda1GZ09imatv1,en
recDEC0hE4dvm5CmN,recMh3kDSANBvdJbu,,,0,0,,Sent to Client,recDEC0hE4dvm5CmN,"java,manual-testing,mysql,selenium,test-automation",,,recDEC0hE4dvm5CmN,en
recDGUnZKIA7DIhcF,recXsP0cgPHypy429,,,45000,,,Mission closed by client,,,,,recDGUnZKIA7DIhcF,zh
recdIKHvFMHxgTUBN,reclHFyhFZjXOSbEp,,,60000,0,,Rejected by CP,recdIKHvFMHxgTUBN,"javascript,node.js,react-native",recdIKHvFMHxgTUBN,europe/france,recdIKHvFMHxgTUBN,"ar,en"
recdOHGw79Cgc0TYD,rec2jbStt0bBp170k,,,,,"Graphic design License, Audiovisual Communications Technologies/Technicians",Rejected by CP,recdOHGw79Cgc0TYD,"art,editing,figma,film,graphic-arts,graphic-design,graphic-illustrations,graphics-layout,photography,photoshop",,,recdOHGw79Cgc0TYD,"ar,en,es,fr"
recdoJTXF75mkK754,reciyBfDq6P4e5jEN,2023-03-01,,45000,45000,BSC -electrical engineering and information technology,Screened by CP,recdoJTXF75mkK754,"crypto,dao",,,recdoJTXF75mkK754,"ar,de,en"
recDqwB92eOGFOKWP,recIa8aDuWkKPM8rx,,,43000,45000,Commerce,Rejected by CP,recDqwB92eOGFOKWP,"saas,sales,software-industry",recDqwB92eOGFOKWP,europe/france,recDqwB92eOGFOKWP,"ar,en"
recdTLNpJBZEaZ5aJ,recAtcVMDz425qUT3,,,75000,,,Sent to Client,recdTLNpJBZEaZ5aJ,"amazon-web-services-aws,data-analysis,data-visualization,data-warehouse-architecture,data-warehousing,machine-learning,microsoft-sql-server,python,snowflake",,,recdTLNpJBZEaZ5aJ,en
recE0xRl8iWjRtQWZ,recCxmuaRimDj5fJh,,,,,,Rejected by CP,recE0xRl8iWjRtQWZ,angularjs,recE0xRl8iWjRtQWZ,europe/united-kingdom,recE0xRl8iWjRtQWZ,en
rece6JYyEAQmlQjZv,recwMSrftJ7BbX5mZ,2023-03-29,,300000,,b.tech,Rejected by CP,rece6JYyEAQmlQjZv,sql-clustering,,,rece6JYyEAQmlQjZv,en
recE6MjFfcuQtkvYp,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recE6MjFfcuQtkvYp,"apis,jira,manual-testing,stlc",,,recE6MjFfcuQtkvYp,"en,hi"
receaHhyFMDNDcs6y,recMh3kDSANBvdJbu,,,,,,Rejected by CP,receaHhyFMDNDcs6y,"java,jira,manual-testing,mysql,selenium,test-management",,,receaHhyFMDNDcs6y,"en,hi"
recEDc7v7VhdNWzPf,recA3Ye1PMACJlO1Z,2023-02-27,,85000,90000,Electronic and microelectronic devices,Candidate not interested,recEDc7v7VhdNWzPf,node.js,,,recEDc7v7VhdNWzPf,en
recehKJqSVRL1FJ8o,recwMSrftJ7BbX5mZ,,,8000,,,Rejected by CP,recehKJqSVRL1FJ8o,"test-automation,test-automation-framework",,,recehKJqSVRL1FJ8o,en
receKsxX3wISNlJ49,recGrGIFWaByaa5dg,2023-02-13,,88200,98000," Certificate In Online Marketing Fundamentals, eMarketing Institute",Mission closed by client,receKsxX3wISNlJ49,"customer-engagement,digital-marketing,event-management,marketing",,,receKsxX3wISNlJ49,"ar,en"
receNl0O8v0QFE2Uw,recA3Ye1PMACJlO1Z,2023-03-08,,120,130,Bachelor of Science in Computer Science,Rejected by CP,receNl0O8v0QFE2Uw,"angularjs,awstats,node.js,react,windows-azure",,,receNl0O8v0QFE2Uw,en
recEnxZmlx2F8JKey,recu8QJacyAODTIeX,,,56000,,Marine Biology,Candidate not interested,recEnxZmlx2F8JKey,"analytical-skills,crm,kpi-reports,microsoft-office,networking,performance-metrics,territory-management",recEnxZmlx2F8JKey,europe/united-kingdom/england,recEnxZmlx2F8JKey,en
recEoE4ZKTznt9Afv,recXsP0cgPHypy429,,,40000,,,Rejected by client,,,,,recEoE4ZKTznt9Afv,"en,fr,ko,zh"
recePXjs3MJQF825H,rec25eM1zf8i9g7V4,,,,,,Sent to Client,recePXjs3MJQF825H,selenium,,,recePXjs3MJQF825H,"en,hi"
reces7VtPj1MuEQR6,recA3Ye1PMACJlO1Z,,,,70000,Computer Science,Rejected by CP,reces7VtPj1MuEQR6,.com,,,reces7VtPj1MuEQR6,en
recetd1coQumLMFxt,recwMSrftJ7BbX5mZ,,,,,,Sent to Client,recetd1coQumLMFxt,python,,,recetd1coQumLMFxt,"en,hi,te"
receucCgD2pnvcNLt,recObvBwoSTSuFEll,2023-05-30,,47000,,Master 2 Sciences de l’ingénieur spécialité nucléaire et CND,Rejected by CP,receucCgD2pnvcNLt,"engineering,nosql,nuclear,panorama,project-engineering,project-management,python",,,receucCgD2pnvcNLt,"en,fr,ru"
recEuGq1iMaRx67HW,recXUiPBv1AYRBeEF,,,600,,,Mission closed by client,recEuGq1iMaRx67HW,"investment-banking,options,swaps,trading-systems,visual-c++",,,recEuGq1iMaRx67HW,en
receYq5oaBWWqJmzw,recGrGIFWaByaa5dg,2023-03-01,,60000,70000,,Mission closed by client,receYq5oaBWWqJmzw,"email-marketing,office-365,sata,social-media-marketing",receYq5oaBWWqJmzw,asia/united-arab-emirates/dubai,receYq5oaBWWqJmzw,"ar,en,es,fr"
receYvMqbr602oHdy,rec1fLbPRArMKBz4D,,,45000,,,Sent to Client,receYvMqbr602oHdy,"business-development,e-commerce,electronics,sales",,,receYvMqbr602oHdy,en
recEzcbw3NuXqOZXh,recu8QJacyAODTIeX,2023-01-01,,57000,,Master of Science ,Rejected by client,recEzcbw3NuXqOZXh,"analytical-skills,saas,strategic-planning",recEzcbw3NuXqOZXh,europe/united-kingdom/england,recEzcbw3NuXqOZXh,en
recF6gSMeO5uVeypq,recdN16e9aiTj0z3a,,,40000,,,Rejected by CP,recF6gSMeO5uVeypq,sales,,,recF6gSMeO5uVeypq,"en,es,it"
recfAQ9mZmzmWAwon,rec9B1Iwayh8YU3pc,,,,,"Philosophy, Politics and Economics",Waiting list,,,,,recfAQ9mZmzmWAwon,"en,gu"
recFDRNQYMDXicVQB,rec6N2U5wJf7t3ySH,2023-03-22,2023-04-19,45000,70000,Conseiller Agricole Privé,Rejected by client,recFDRNQYMDXicVQB,"buckling,hydroponics",recFDRNQYMDXicVQB,worldwide,recFDRNQYMDXicVQB,"en,es,fr"
recfl1yTTA7ypa0sb,recwMSrftJ7BbX5mZ,,,,,Computer Science,Sent to Client,recfl1yTTA7ypa0sb,"mysql,python",,,recfl1yTTA7ypa0sb,"en,hi"
recfOoMQepIela1jU,recIa8aDuWkKPM8rx,,,45000,47000,Chef de projet digital,Rejected by CP,recfOoMQepIela1jU,"project-planning,sales-management",recfOoMQepIela1jU,europe/france,recfOoMQepIela1jU,"en,fa"
recfriFBwt2QF1CGS,recI8ZjHBtBdkYS21,,,,,,Rejected by CP,recfriFBwt2QF1CGS,"javascript,music,react,science,typescript",,,recfriFBwt2QF1CGS,"en,fr"
recfuieE5257bBlLa,recA3Ye1PMACJlO1Z,2023-02-27,,80000,100000,Computer Science and Industrial Automation,Mission closed by client,,,,,recfuieE5257bBlLa,"en,ro"
recfVOb9a6YbSspRf,rec9B1Iwayh8YU3pc,,,,,Master in Management,Sourced,,,,,recfVOb9a6YbSspRf,"en,fr,zh"
recfvZ0npYjDcQKxQ,recMh3kDSANBvdJbu,,,,,,Sent to Client,recfvZ0npYjDcQKxQ,"html,java,mysql,python",,,recfvZ0npYjDcQKxQ,"en,hi"
recFw9sSTV1myXUpC,recUwquxTAuaSpYwc,,,,,"Master's degree  Applied Foreign Languages",Rejected by client,recFw9sSTV1myXUpC,salesforce.com,,,recFw9sSTV1myXUpC,"en,fr,zh"
recFxkMov2TU9imC6,recGrGIFWaByaa5dg,2023-02-13,,98400,114000,Business Management,Screened by CP,recFxkMov2TU9imC6,"brand-management,campaign-management,change-management,digital-marketing,e-commerce,leadership,marketing-strategy,project-management,public-relations,revenue-amp-profit-growth,sales",,,recFxkMov2TU9imC6,"ar,en,fr"
recfZu2ew03xgpHEn,recONKansnIbXY6ij,,,50000,,,Signed,,,,,recfZu2ew03xgpHEn,"en,fr"
recfZWWMOePhl5Fmn,recCxmuaRimDj5fJh,,,80000,80000,Computer Science and Mathematics,Mission closed by client,recfZWWMOePhl5Fmn,"angularjs,node.js,react,typescript",recfZWWMOePhl5Fmn,europe/united-kingdom,recfZWWMOePhl5Fmn,en
recG0uM4HsAKKhprQ,rec25eM1zf8i9g7V4,2023-03-22,2024-03-22,800,1500,Computer Science and Engineering ,Rejected by client,recG0uM4HsAKKhprQ,"c-c++-stl,css,html,javascript,jquery-mobile,linux,python,sql-plus,windows",recG0uM4HsAKKhprQ,asia/india,recG0uM4HsAKKhprQ,"ar,en,hi,ml"
recg3nxFG18YPF6I7,rec25eM1zf8i9g7V4,,,8000,,,Rejected by CP,recg3nxFG18YPF6I7,"c-c++-stl,data-visualization,html,java,python,tbmcs",,,recg3nxFG18YPF6I7,"en,hi"
recG4yMObofBGZZWQ,recsld3DKqBhnW6rg,,,10000,15000,Post Graduate Diploma in Management (MBA),Mission closed by client,recG4yMObofBGZZWQ,"analytics,metadata,microsoft-excel,mysql,python,spss,tableau",recG4yMObofBGZZWQ,asia/united-arab-emirates,recG4yMObofBGZZWQ,en
recg7U8rLapUyA0wU,reciyBfDq6P4e5jEN,2023-03-01,,,,"Videaste, Video, Son, Montage",Waiting list,recg7U8rLapUyA0wU,crypto,,,recg7U8rLapUyA0wU,"en,fr"
recg8uU4TtmtNks2w,recAczNwH7Yk3tM2z,2023-07-03,,35000,42000,MSc International Trade,Rejected by CP,recg8uU4TtmtNks2w,sales,recg8uU4TtmtNks2w,europe/france/ile-de-france,recg8uU4TtmtNks2w,"en,fr,zh"
recgaI3QqweQmyvjX,rec7MvbTywFTvWryg,2023-03-07,,45000,,"Management, Gestion de projet, WEB et Mobile",Rejected by CP,recgaI3QqweQmyvjX,"apollo,css,html,node.js,react",recgaI3QqweQmyvjX,europe/france/paris,recgaI3QqweQmyvjX,"en,fr,he"
recGajdA5TohishQp,rec7MvbTywFTvWryg,2023-04-03,,35000,,Web Development,Already In Client Pipeline,recGajdA5TohishQp,"heroku,ruby",,,recGajdA5TohishQp,"en,fr"
recGASKI8kCnQKuX9,recnBWL7L2B5oicAV,,,55000,60000,,Rejected by client 2nd round,recGASKI8kCnQKuX9,"business-development,energy",,,recGASKI8kCnQKuX9,"en,fr"
recgdeABdkleQlirE,recA3Ye1PMACJlO1Z,2023-02-22,2023-03-06,100000,100000,Computer Science MSc,Candidate not interested,recgdeABdkleQlirE,"amazon-web-services-aws,architecture,ecs,graphql,node.js,postgresql",recgdeABdkleQlirE,europe/united-kingdom,recgdeABdkleQlirE,en
recGedRe31H6FEfUy,recMh3kDSANBvdJbu,2023-03-01,,,,Engineering ,Rejected by client,,,,,recGedRe31H6FEfUy,"en,hi,mr"
recGh1gP4785nQMlj,reco7sqp1LuUkyVRc,,,45000,,Energy,Screened by CP,recGh1gP4785nQMlj,"linux,matlab,pack-office,pascal,pspice,simulink,unix,visual-basic,visual-c++",recGh1gP4785nQMlj,europe/france,recGh1gP4785nQMlj,"en,fr"
recGH2IWzpoQOOs77,recAtcVMDz425qUT3,,,85000,,,Sent to Client,recGH2IWzpoQOOs77,"amazon-web-services-aws,data-visualization,insurance,modeling,mysql,python,reinsurance",,,recGH2IWzpoQOOs77,en
recgiIjIKuiQqeGbf,rec2jbStt0bBp170k,,,,,Art direction & entrepreneurship,Mission closed by client,recgiIjIKuiQqeGbf,"art-direction,blockchain,brand-development,creative-direction,illustration,logo-design,photoshop",,,recgiIjIKuiQqeGbf,"en,fr"
recGjbayGhgDMnUAe,recIa8aDuWkKPM8rx,,,42000,,,Candidate not interested,recGjbayGhgDMnUAe,"energy,engineering,entrepreneurship,sales-acumen",,,recGjbayGhgDMnUAe,"en,es,fr"
recgjYVJWOBHDzAls,recA3Ye1PMACJlO1Z,,,120000,,,Rejected by CP,,,,,recgjYVJWOBHDzAls,en
recgKhOuCMjG7BVMY,recTOLFUh69KqHf4t,,,52000,,Ecomonie international,Rejected by client,,,recgKhOuCMjG7BVMY,europe/france,recgKhOuCMjG7BVMY,"en,fr"
recglYGw6SOngStax,recdN16e9aiTj0z3a,,,,,Marketing,Rejected by client,recglYGw6SOngStax,"management,marketing,sales",,,recglYGw6SOngStax,"de,en,es,pt"
recgMqSyohJy4Y4Qj,recwMSrftJ7BbX5mZ,,,,,,Sent to Client,recgMqSyohJy4Y4Qj,"apache-spark,hive,python",,,recgMqSyohJy4Y4Qj,"en,ta"
recgMZO0u2MEaMFMr,rec6N2U5wJf7t3ySH,2023-04-26,,70000,80000,Upper division studies in Computer Science,Rejected by client,recgMZO0u2MEaMFMr,"amazon-cloudfront,java,linux,php,windows",,,recgMZO0u2MEaMFMr,"en,es,fr"
recGnc61GkVmVoZAQ,recJA0GigXHF9h4jF,,,,,,Rejected by client,recGnc61GkVmVoZAQ,blockchain,,,recGnc61GkVmVoZAQ,fr
recGnXHJLEczSxKfg,recMh3kDSANBvdJbu,,,12,,,Rejected by CP,recGnXHJLEczSxKfg,"manual-testing,test-automation",recGnXHJLEczSxKfg,asia/india,recGnXHJLEczSxKfg,"en,ta"
recgO058WntACwHNh,recdN16e9aiTj0z3a,,,,,"Bachelor of Engineering,Business Managerial Economics",Rejected by CP,recgO058WntACwHNh,"c-arm,cad-cam-software,catia,ecdl-certification,erp-implementations,excel-models,plm-tools,powerpoint,sharepoint,siemens-openlink,sql-loader",recgO058WntACwHNh,europe,recgO058WntACwHNh,"en,es,fr,it"
recgO5ufQpyVbyAHQ,recKmfrKT4uTpCS2x,,,24000,27000,Local Government and Local Politics Studies,Waiting list,recgO5ufQpyVbyAHQ,"driving-license,sales,sales-management,sales-operations,sales-presentations,sales-process",,,recgO5ufQpyVbyAHQ,"en,pl"
recGofDsxjJGQ5lqq,rect4fduNiqcXC123,2023-05-17,,45000,,European and Asian Business Development,Rejected by client,recGofDsxjJGQ5lqq,"business-development,food,restaurants,sales",recGofDsxjJGQ5lqq,europe/france,recGofDsxjJGQ5lqq,"en,fr,zh"
recGOjpwiepBnosb6,recMh3kDSANBvdJbu,,,,,,Sent to Client,recGOjpwiepBnosb6,"jira,mysql,python",,,recGOjpwiepBnosb6,"en,hi"
recGOJr4MSJ5ERG4p,recwMSrftJ7BbX5mZ,2023-04-03,,10000,15000,BTech in Computer Science and Engineering,Rejected by CP,recGOJr4MSJ5ERG4p,"apache-spark,hadoop,mongodb,mysql,object-oriented-languages,python",,,recGOJr4MSJ5ERG4p,"en,hi"
recGOk6Z6bbPsrZar,rec7MvbTywFTvWryg,,,45000,47000,"Développeur d'applications web",Rejected by CP,recGOk6Z6bbPsrZar,"javascript,ruby-on-rails",recGOk6Z6bbPsrZar,europe/france,recGOk6Z6bbPsrZar,en
recgpV7YLorKEydZU,recXsP0cgPHypy429,,,48000,,,Rejected by client,,,,,recgpV7YLorKEydZU,"en,fr,zh"
