mission,location,slug,label,type,level,parent,longitude,latitude,code,currency,phoneCode,timezones,isCapital,airtableId,created,updated,synced,title,airtableId,company,recruiter,customerSuccess,seatsCount,position,exampleLinkedInUrl,videoDescription,jobPresentation,teamPresentation,requirementsDescription,softSkills,possibleEvolutionsDescription,employeeAdvantages,otherPrecisions,customQuestions,forbiddenHeadhunting,recruitmentProcess,jobType,jobStart,jobEnd,salaryMin,salaryMax,salaryCurrency,created,updated,synced,locationType,cpSuccessFee,status,compensationModel,trialPeriod,paymentSchedule,exampleLinkedInUrlCompany,notesFromCsm,clientWebsite,clientCalendly,clientPhone,clientRelationship,clientPerpectives,clientPastExp,clientFeelings,clientFunraising,sectorExpMax,positionExpMax,sectorExpMin,positionExpMin,cpBounty,minHeadhunterCut
recavhovBsS2p3eZO,europe/romania,europe/romania,Romania,Country,3,eastern-europe,25.00000000,46.00000000,ROU,RON,40,UTC+02:00,,recccdK38kPoVc2cC,2023-04-21 09:52:19,2023-04-21 09:52:20,,EGA Commercial - Sales Manager Romania,recavhovBsS2p3eZO,ega-commercial,info@envirobestnl.com,effy-feng,1,sales-manager,"<p><a href=""https://www.linkedin.com/in/ma%C5%82gorzata-danielewicz-71755a211/"" target=""_blank"">https://www.linkedin.com/in/małgorzata-danielewicz-71755a211/</a></p>
",https://drive.google.com/file/d/1Hbimbq9ya9ywe4kLWSXYJJ1ZL5XWpFRw/view?usp=share_link,"<ul class=""liste"">
<li>Daily company operation including market research, daily conference calls with headquarters, business trips to meet potential clients</li>
<li>Sales channel development (talk with potential buyers including dealers, shops and supply chain companies)</li>
<li>Maximising sales where possible</li>
<li>Online business development</li>
</ul>
","<p>The company currently has 50 employees in total, including 5 in Europe. In Hong Kong and China, a large team of product managers, supply chain and logistics, finance and HR colleagues provide support to the sales team in Europe.<br>
The candidate will report directly to the CEO Frank and a VP based in Hong Kong</p>
","<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
","<p>Relationship building<br>
Communication</p>
","<ul class=""liste"">
<li>If you reach the sales target, after 1.5 years, you have the opportunity to get the shares in the company</li>
<li>You have the opportunity to become the country general manager, establishing local subsidiaries and hire your own sales team</li>
</ul>
","<p>Company car<br>
Provide a part of the phone bill subsidy every month</p>
","<p>Other benefits can be negotiated during interview</p>
","<p>No customer questions</p>
",N/A,"<ol>
<li>First around interview with the CEO</li>
<li>Final interview with the CEO and HR</li>
</ol>
",Full Time Job,,,24000,24000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.12,Active,,60,"<p>The headhunter sends to Cross Path the invoice once the candidate has successfully completed the trial period (the trial period lasts 30 to 60 days depending on the profile)</p>
<p>If the candidate resigns or is dismissed during the trial period, the headhunter shall find a new replacement within 2 months after the departure of the initial candidate, and will get his entire success fee. If no replacement is found during these 2 months, he will still get 70% of his success fee.</p>
","<p>Not provided</p>
","<p>The company website is: http://www.egacommercial.ltd/en.html</p>
<p>A good profile needs to have driving license, lives in the capital city of the country, passionate for B2B sales and knows well consumer electronic products. There is no absolute requirement on the number of years of experience.</p>
<p>The contract type can be full-time or freelancer based on the discussion with the company</p>
<p>If it is a full-time contract, the compensation is composed of a gross fixed salary of 2000-3500 euros and commissions (around 1% of revenue)</p>
<p>For freelance contract, the compensation details are to be negotiated, but shall be expected to be mostly commissions. It can include a small fixed component. The entire compensation for a freelancer is around 6-12% of the revenue. If the candidate works as freelancer, the success fee for headhunters is a fixed fee of equivalent of 2100 euros</p>
",www.egacommercial.ltd,Not provided,+31 643490747,"<p>Philippe, Head of Operations of Cross Path knows well Frank, the CEO of EGA Commercial</p>
",,"<p>First collaboration</p>
","<ul class=""liste"">
<li>The client has real recruitment needs and hopes to recruit suitable talents as soon as possible, ideally before May 2023</li>
</ul>
","<p>Series A funding/financing finished</p>
",0,3,0,0,2880,0.50
rec5J1KpQYUAeo0rW,europe/spain,europe/spain,Spain,Country,3,southern-europe,-4.00000000,40.00000000,ESP,EUR,34,"UTC+01:00,UTC±00",,rec7brj9Ma6WsNrgv,2023-04-21 09:52:18,2023-04-21 09:52:19,,Hyperplan - Sales Manager Spain,rec5J1KpQYUAeo0rW,hyperplan,,lery,1,sales-manager,,,"<p>As a Sales Manager, you will manage the whole sales cycle of one or several key client categories from lead generation, lead qualification, deal closing and customer success management. <strong>Your role will be key to achieve the ambitious short and medium-term objectives of Hyperplan</strong> and you will have a direct impact on the company’s performance and sustainability:<br>
 <br>
Identify and raise market trends and shifts while remaining fully aware of new products and competition status over your market perimeter ;<br>
 <br>
Manage the full sales cycle from lead generation to deal closing and customer success management over your market perimeter :<br>
 <br>
●     Reach out to customer leads through cold calling and mailing ;<br>
●     Present, promote and sell Hyperplan’s products using solid arguments and story-telling to existing and prospective clients ;<br>
●     Define the most effective pricing systems for your managed clients’ categories to find the right balance between clients’ satisfaction and Hyperplan’s growth objectives ;<br>
●     Manage commercial and contractual negotiations prior to closing deals ;<br>
●     Establish, develop and maintain positive business and customer relationships and treat existing clients as your most important asset ;<br>
●     Prioritize the resolution of customer problems and complaints to maximize their satisfaction in collaboration with Hyperplan’s Product Managers ;<br>
●     Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs.<br>
 <br>
Monitor and achieve agreed upon sales targets and outcomes within schedule as defined with the Business Development Director and in collaboration with the product and tech teams ;<br>
 <br>
Coordinate sales effort with the other Sales Managers and the product and tech teams to ensure your sales execution is permanently aligned with Hyperplan’s vision and strategy ;<br>
 <br>
Keep abreast of SaaS sales operations best practices and trends and help implement state-of-the-art sales processes to boost the sales’ team performance ;<br>
 <br>
Contribute to the continuous improvement and growth of the sales’ team through constructive feedback sessions, training, and sharing ;<br>
 <br>
Travel to meet your clients across Italy or Germany or Spain or Uk &amp; Europe for in-person discussions, negotiations, workshops.</p>
",,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",,,"<p>We want to help everyone succeed by offering the team a fun, exciting and stimulating work experience. You would be offered:<br>
 <br>
●     Competitive salary package: 60-65 k€ annual gross salary + variable income indexed on your performance<br>
 <br>
●     Full remote and flexible working hours ;<br>
 <br>
 <br>
●     Monthly Hyperplan days in varying locations to enjoy a great time with the team ;<br>
 <br>
●     All the tech equipment required to work efficiently from home.</p>
",,,,"<p>●     Intro call with the Business Development Director<br>
●     Meet the team<br>
●     Meet the CEO</p>
",,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.112,Paused,,,,,,,,,,,,,,,,,,,
rec6N2U5wJf7t3ySH,europe/spain,europe/spain,Spain,Country,3,southern-europe,-4.00000000,40.00000000,ESP,EUR,34,"UTC+01:00,UTC±00",,rec7brj9Ma6WsNrgv,2023-04-21 09:52:18,2023-04-21 09:52:19,,Verti - CTO Tech Lead,rec6N2U5wJf7t3ySH,verti,,lery,1,cto,,,"<p>The CTO will be responsible for the development of all technologies, their prototyping and implementation: <br>
 <br>
- Hardware and software development in the framework of a first experimental farm and in view of a generalisation on other farms:<br>
-Crop monitoring (air, LED, nutrients, computer vision, IOT)<br>
-Development of the farm management platform and connected devices (IOT),<br>
-Development of a B to B marketplace (sale and sourcing of consumables)<br>
-R&amp;D work, particularly on the subjects of energy production, energy efficiency and automation of production processes.<br>
-Sizing of the team, recruitment and management (search and selection of the best engineers on the subjects and management of the team with face-to-face and distance learning issues to be articulated)<br>
-Choice and management of service providers (hardware and software)</p>
","<p>Verti was founded by Emmanuel and Caridad, pioneers in the market.<br>
Emmanuel and Caridad have been producing and marketing salads for 25 years in Europe and North Africa.<br>
For Verti, they have gathered around them a multidisciplinary Franco-Spanish team.</p>
","<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
","<p>-Team Spirit<br>
-Curiosity<br>
-Hardworker</p>
","<p>He/she will participate, alongside the co-founders, in the company's strategic decisions and will be a member of the company's board</p>
","<p>Stock options</p>
",,,,"<p>Interview with the CEO</p>
",Full Time Job,2023-04-03,,40000,70000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,0.2,Active,,,,,,,,,,,,,,,5,,1,8000,0.50
recdN16e9aiTj0z3a,europe/spain/madrid,europe/spain/madrid,Madrid,State,4,europe/spain,-3.70383220,40.41675150,,,,,1,recGW29Aaas156OZy,2023-04-21 09:52:19,2023-04-21 09:52:19,,EGA Commercial - Sales Manager Spain,recdN16e9aiTj0z3a,ega-commercial,info@envirobestnl.com,effy-feng,1,sales-manager,"<p><a href=""https://www.linkedin.com/in/ma%C5%82gorzata-danielewicz-71755a211/"" target=""_blank"">https://www.linkedin.com/in/małgorzata-danielewicz-71755a211/</a></p>
",https://drive.google.com/file/d/1Hbimbq9ya9ywe4kLWSXYJJ1ZL5XWpFRw/view?usp=share_link,"<ul class=""liste"">
<li>Daily company operation including market research, daily conference calls with headquarters, business trips to meet potential clients</li>
<li>Sales channel development (talk with potential buyers including dealers, shops and supply chain companies)</li>
<li>Maximising sales where possible</li>
<li>Online business development</li>
</ul>
","<p>The company currently has 50 employees in total, including 5 in Europe. In Hong Kong and China, a large team of product managers, supply chain and logistics, finance and HR colleagues provide support to the sales team in Europe.<br>
The candidate will report directly to the CEO Frank and a VP based in Hong Kong</p>
","<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
","<p>Relationship building<br>
Communication</p>
","<ul class=""liste"">
<li>If you reach the sales target, after 1.5 years, you have the opportunity to get the shares in the company</li>
<li>You have the opportunity to become the country general manager, establishing local subsidiaries and hire your own sales team</li>
</ul>
","<p>Company car<br>
Provide a part of the phone bill subsidy every month</p>
","<p>Other benefits can be negotiated during interview</p>
","<p>No customer questions</p>
",N/A,"<ol>
<li>First around interview with the CEO</li>
<li>Final interview with the CEO and HR</li>
</ol>
",Full Time Job,,,30000,42000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.12,Active,,60,"<p>The headhunter sends to Cross Path the invoice once the candidate has successfully completed the trial period (the trial period lasts 30 to 60 days depending on the profile)</p>
<p>If the candidate resigns or is dismissed during the trial period, the headhunter shall find a new replacement within 2 months after the departure of the initial candidate, and will get his entire success fee. If no replacement is found during these 2 months, he will still get 70% of his success fee.</p>
","<p>Not provided</p>
","<p>The company website is: http://www.egacommercial.ltd/en.html</p>
<p>A good profile needs to have driving license, lives in the capital city of the country, passionate for B2B sales and knows well consumer electronic products. There is no absolute requirement on the number of years of experience.</p>
<p>The contract type can be full-time or freelancer based on the discussion with the company</p>
<p>If it is a full-time contract, the compensation is composed of a gross fixed salary of 2000-3500 euros and commissions (around 1% of revenue)</p>
<p>For freelance contract, the compensation details are to be negotiated, but shall be expected to be mostly commissions. It can include a small fixed component. The entire compensation for a freelancer is around 6-12% of the revenue. If the candidate works as freelancer, the success fee for headhunters is a fixed fee of equivalent of 2100 euros</p>
",www.egacommercial.ltd,Not provided,+31 643490747,"<p>Philippe, Head of Operations of Cross Path knows well Frank, the CEO of EGA Commercial</p>
",,"<p>First collaboration</p>
","<ul class=""liste"">
<li>The client has real recruitment needs and hopes to recruit suitable talents as soon as possible, ideally before May 2023</li>
</ul>
","<p>Series A funding/financing finished</p>
",0,3,0,0,3000,0.50
recF8O9IZfccY6kcf,europe/switzerland,europe/switzerland,Switzerland,Country,3,western-europe,8.00000000,47.00000000,CHE,CHF,41,UTC+01:00,,recO8I2enFn9dSK1V,2023-04-21 09:52:19,2023-04-21 09:52:19,,Nested - Frontend Developer,recF8O9IZfccY6kcf,nested,,philippe,1,frontend-developer,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.15,Paused,,,,,,,,,,,,,,,,,,,
recv0ptCpZME2WjM4,europe/switzerland,europe/switzerland,Switzerland,Country,3,western-europe,8.00000000,47.00000000,CHE,CHF,41,UTC+01:00,,recO8I2enFn9dSK1V,2023-04-21 09:52:19,2023-04-21 09:52:19,,Nested - 1 Full Stack Engineer (Senior) #3,recv0ptCpZME2WjM4,nested,,philippe,1,full-stack-developer,,,"<ul class=""liste"">
<li>Likes technology as a tool, and loves developing, in whichever language.</li>
<li>Is smart and looks for actual solutions to problems. Someone who will not monkey-code something that only works for the examples provided.</li>
<li>Is good at understanding and designing proper abstractions, and managing complexity.</li>
<li>Is fearless at refactoring shitty code when needed.</li>
<li>Finds answers to complex problems on his own, and is not expecting anyone to systematically pre-think everything for him/her. But someone who knows when to call for help.</li>
<li>Is good at critical thinking, and proficient when something seems wrong. Challenging others' habits is paramount in a well-functioning team.</li>
<li>Is not an Architecture Astronaut, and who likes efficiency and simplicity (The best is the enemy of the good)</li>
</ul>
",,"<ul class=""liste"">
<li>5+ years of demonstrable engineering experience in either a professional or personal capacity.</li>
<li>Strong knowledge of backend-end development (preferably with Nodejs &amp; Nest, but any typed language like C# or Java is also fine if you're willing to switch ecosystems).</li>
<li>Experience (or at least a strong desire to learn) of GraphQL and PureScript (or Haskel)</li>
<li>Strong Typescript skills (along with React for the frontend)</li>
<li>Blockchain Fundamentals such as consensus mechanisms, nodes, web3.</li>
<li>Knowledge about performance, distributed architectures, autoscaling, ...</li>
<li>General clean code habits, along with an advanced CI/CD and DevOps understanding (GitHub Actions, Terraform, AWS, ...)</li>
</ul>
",,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.16,Closed,,,,,,,,,,,,,,,,,,,
recDD8JBa77gVncOf,europe/united-kingdom,europe/united-kingdom,United Kingdom,Country,3,northern-europe,-2.00000000,54.00000000,GBR,GBP,44,UTC±00,,rectRpMUQ25GNmf2p,2023-04-21 09:52:20,2023-04-21 09:52:21,,Capsule Insurance-Growth Manager,recDD8JBa77gVncOf,capsule-insurance,alex.anderson@capsulecover.com,lery,1,others,,,"<p>As a Growth manager you will be responsible for finding prospective clients and reaching out to them via LinkedIn, e-mail &amp; telephone. You will aim to; book meetings with stakeholders at these businesses, build rapport, pitch Capsule’s services to win them as clients and work with our Broking team to take them through the whole sales process.</p>
<p>**Job duties: **</p>
<ul class=""liste"">
<li>Identify prospective companies that we would like to insure</li>
<li>Reach out to prospective clients via e-mail, LinkedIn and calls with the aim of booking initial meetings with them</li>
<li>Pitch Capsule’s services to prospective clients either by virtual or face to face meetings</li>
<li>Manage your pipeline of leads by having regular communication with the Broking team on progress with your prospects</li>
<li>Attend industry wide events to find potential businesses</li>
<li>Encourage operational excellence of other team members by monitoring certain process adherence elements through our CRM and other workstreams</li>
<li>Deliver consistent and timely responses, follow-through, and follow-up in response to partner requests and issues</li>
</ul>
","<p>Capsule is a flexible workplace with our main office in Cheltenham – you’d also have access to<br>
Clockwise offices across the country. This role can be based anywhere in the UK as long as you can<br>
be in the Cheltenham office on a weekly basis.</p>
","<ul class=""liste"">
<li>2+ years of sales or customer service experience</li>
<li>Strong communication and organisational skills</li>
<li>Dependable, positive and detail-oriented with excellent follow-through skills</li>
<li>Able to deal with stakeholders at all levels externally</li>
</ul>
","<ul class=""liste"">
<li>Exposure to and passion for early-stage startups and/or high growth environments</li>
<li>Knowledge related to risk management and insurance</li>
<li>Experience with public speaking and presentations</li>
</ul>
",,"<p><strong>Bonus:</strong> 10% of salary (but paid quarterly) - This will be based on a range of targets to be agreed upon at the beginning of each quarter. Some will be financial, whereas others will be more around issues close to our heart and in keeping with our ESG values.</p>
","<p><strong>Equity:</strong> We are in the process of putting in place a staff share scheme for staff to benefit from. This will be finalised over the coming weeks – we would hope that this would allow everyone to achieve a net return of 1.5x to 2x their current salary within 3-5 years. Any gains are currently tax free.</p>
<p><strong>Equipment:</strong> We will provide you with a laptop and iPhone, as well as anything required to perform your job.</p>
<p><strong>Holidays:</strong> 30+ days: 25 days annual leave (plus bank holidays) and we think you should get your birthday as a holiday too! The office is also closed over Christmas, which doesn’t affect your 25 days allowance.</p>
<p><strong>Pension:</strong> A company pension scheme where we contribute 5% of your salary, with a minimum 3% contribution from you.</p>
<p><strong>Training:</strong> We are committed to developing our team, so we would like to offer you access to a few highly impactful training courses. We would also cover the cost of any future CII qualifications that you choose to pursue.</p>
",,N/A,"<p>2 rounds of maintenance.<br>
The 2nd will be a practical case</p>
",Full Time Job,2023-07-03,,30000,40000,£,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,,Active,,90,"<p>The recruiter sends to Cross Path the invoice once the candidate has successfully completed the trial period. If the candidate successfully completes the trial period, the recruiter will get 100% of the bounty.</p>
",,"<p>It would be ideal for Capsule to have a candidate who has insurance knowledge, who has worked in start-ups</p>
",https://www.capsulecover.com,https://meetings.hubspot.com/alex-anderson1/30-minute-meeting,+44 07570 262995,"<p>Very good relationship</p>
","<p>This company has regular recruitment needs</p>
","<p>This is the first time we have worked with this client</p>
",,,2,5,2,2,4500,0.76
recfkE9v9SjgMs0Ss,europe/united-kingdom,europe/united-kingdom,United Kingdom,Country,3,northern-europe,-2.00000000,54.00000000,GBR,GBP,44,UTC±00,,rectRpMUQ25GNmf2p,2023-04-21 09:52:20,2023-04-21 09:52:21,,Mutual-B Industry - Sales Representative,recfkE9v9SjgMs0Ss,mutual-b-industry,,philippe,2,sales-representative,,,,,,,,,,,,,Full Time Job,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.2,Paused,,,,,,,,,,,,,,,,,,,
recql4vRdy52jvOWm,europe/united-kingdom,europe/united-kingdom,United Kingdom,Country,3,northern-europe,-2.00000000,54.00000000,GBR,GBP,44,UTC±00,,rectRpMUQ25GNmf2p,2023-04-21 09:52:20,2023-04-21 09:52:21,,Mutual-B Industry - Sales Manager,recql4vRdy52jvOWm,mutual-b-industry,,philippe,1,sales-manager,,,,,,,,,,,,,Full Time Job,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.2,Paused,,,,,,,,,,,,,,,,,,,
recu8QJacyAODTIeX,europe/united-kingdom,europe/united-kingdom,United Kingdom,Country,3,northern-europe,-2.00000000,54.00000000,GBR,GBP,44,UTC±00,,rectRpMUQ25GNmf2p,2023-04-21 09:52:20,2023-04-21 09:52:21,,Hyperplan - Sales Manager UK,recu8QJacyAODTIeX,hyperplan,,lery,1,sales-manager,,,"<p>As a Sales Manager, you will manage the whole sales cycle of one or several key client categories from lead generation, lead qualification, deal closing and customer success management. <strong>Your role will be key to achieve the ambitious short and medium-term objectives of Hyperplan</strong> and you will have a direct impact on the company’s performance and sustainability:<br>
 <br>
Identify and raise market trends and shifts while remaining fully aware of new products and competition status over your market perimeter ;<br>
 <br>
Manage the full sales cycle from lead generation to deal closing and customer success management over your market perimeter :<br>
 <br>
●     Reach out to customer leads through cold calling and mailing ;<br>
●     Present, promote and sell Hyperplan’s products using solid arguments and story-telling to existing and prospective clients ;<br>
●     Define the most effective pricing systems for your managed clients’ categories to find the right balance between clients’ satisfaction and Hyperplan’s growth objectives ;<br>
●     Manage commercial and contractual negotiations prior to closing deals ;<br>
●     Establish, develop and maintain positive business and customer relationships and treat existing clients as your most important asset ;<br>
●     Prioritize the resolution of customer problems and complaints to maximize their satisfaction in collaboration with Hyperplan’s Product Managers ;<br>
●     Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs.<br>
 <br>
Monitor and achieve agreed upon sales targets and outcomes within schedule as defined with the Business Development Director and in collaboration with the product and tech teams ;<br>
 <br>
Coordinate sales effort with the other Sales Managers and the product and tech teams to ensure your sales execution is permanently aligned with Hyperplan’s vision and strategy ;<br>
 <br>
Keep abreast of SaaS sales operations best practices and trends and help implement state-of-the-art sales processes to boost the sales’ team performance ;<br>
 <br>
Contribute to the continuous improvement and growth of the sales’ team through constructive feedback sessions, training, and sharing ;<br>
 <br>
Travel to meet your clients across Italy or Germany or Spain or Uk &amp; Europe for in-person discussions, negotiations, workshops.</p>
",,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",,,"<p>We want to help everyone succeed by offering the team a fun, exciting and stimulating work experience. You would be offered:<br>
 <br>
●     Competitive salary package: 60-65 k€ annual gross salary + variable income indexed on your performance<br>
 <br>
●     Full remote and flexible working hours ;<br>
 <br>
 <br>
●     Monthly Hyperplan days in varying locations to enjoy a great time with the team ;<br>
 <br>
●     All the tech equipment required to work efficiently from home.</p>
",,,,"<p>●     Intro call with the Business Development Director<br>
●     Meet the team<br>
●     Meet the CEO</p>
",,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.112,Dead,,,,,,,,,,,,,,,,,,,
recuv6Ssvo2IBhPMJ,europe/united-kingdom,europe/united-kingdom,United Kingdom,Country,3,northern-europe,-2.00000000,54.00000000,GBR,GBP,44,UTC±00,,rectRpMUQ25GNmf2p,2023-04-21 09:52:20,2023-04-21 09:52:21,,UFP - Analyst,recuv6Ssvo2IBhPMJ,ufp,,jordan,1,analyst,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.8,Closed,,,,,,,,,,,,,,,,,,,
rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,europe/united-kingdom/city-of-london,City of London,State,4,europe/united-kingdom,-0.09098520,51.51234430,,,,,,recPV3AdtAsGsTmz0,2023-04-21 09:52:19,2023-04-21 09:52:19,,EGA Commercial - Sales Manager UK,rec1fLbPRArMKBz4D,ega-commercial,info@envirobestnl.com,effy-feng,1,sales-manager,"<p><a href=""https://www.linkedin.com/in/ma%C5%82gorzata-danielewicz-71755a211/"" target=""_blank"">https://www.linkedin.com/in/małgorzata-danielewicz-71755a211/</a></p>
",https://drive.google.com/file/d/1Hbimbq9ya9ywe4kLWSXYJJ1ZL5XWpFRw/view?usp=share_link,"<ul class=""liste"">
<li>Daily company operation including market research, daily conference calls with headquarters, business trips to meet potential clients</li>
<li>Sales channel development (talk with potential buyers including dealers, shops and supply chain companies)</li>
<li>Maximising sales where possible</li>
<li>Online business development</li>
</ul>
","<p>The company currently has 50 employees in total, including 5 in Europe. In Hong Kong and China, a large team of product managers, supply chain and logistics, finance and HR colleagues provide support to the sales team in Europe.<br>
The candidate will report directly to the CEO Frank and a VP based in Hong Kong</p>
","<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
","<p>Relationship building<br>
Communication</p>
","<ul class=""liste"">
<li>If you reach the sales target, after 1.5 years, you have the opportunity to get the shares in the company</li>
<li>You have the opportunity to become the country general manager, establishing local subsidiaries and hire your own sales team</li>
</ul>
","<p>Company car<br>
Provide a part of the phone bill subsidy every month</p>
","<p>Other benefits can be negotiated during interview</p>
","<p>No customer questions</p>
",N/A,"<ol>
<li>First around interview with the CEO</li>
<li>Final interview with the CEO and HR</li>
</ol>
",Full Time Job,,,48000,48000,£,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.12,Active,,60,"<p>The headhunter sends to Cross Path the invoice once the candidate has successfully completed the trial period (the trial period lasts 30 to 60 days depending on the profile)</p>
<p>If the candidate resigns or is dismissed during the trial period, the headhunter shall find a new replacement within 2 months after the departure of the initial candidate, and will get his entire success fee. If no replacement is found during these 2 months, he will still get 70% of his success fee.</p>
","<p>Not provided</p>
","<p>The company website is: http://www.egacommercial.ltd/en.html</p>
<p>A good profile needs to have driving license, lives in the capital city of the country, passionate for B2B sales and knows well consumer electronic products. There is no absolute requirement on the number of years of experience.</p>
<p>The contract type can be full-time or freelancer based on the discussion with the company</p>
<p>If it is a full-time contract, the compensation is composed of a gross fixed salary of 2000-3500 euros and commissions (around 1% of revenue)</p>
<p>For freelance contract, the compensation details are to be negotiated, but shall be expected to be mostly commissioned. It can include a small fixed component. The entire compensation for a freelancer is around 6-12% of the revenue. if the candidate works as freelancer, the success fee for headhunters is a fixed fee of equivalent of 2100 euros</p>
",www.egacommercial.ltd,Not provided,+31 643490747,"<p>Philippe, Head of Operations of Cross Path knows well Frank, the CEO of EGA Commercial</p>
",,"<p>First collaboration</p>
","<ul class=""liste"">
<li>The client has real recruitment needs and hopes to recruit suitable talents as soon as possible, ideally before May 2023</li>
</ul>
","<p>Series A funding/financing finished</p>
",0,3,0,0,5760,0.50
