,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
31,recUwquxTAuaSpYwc,,,60000.0,70000.0,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6.0,9.0,rec2YMCKq5AZzrh7K,recUwquxTAuaSpYwc,2023-04-03,,68000.0,,Marketing B to B & Innovation,Candidate not interested,rec2YMCKq5AZzrh7K,"business-development,market-research,marketing,medical-devices",rec2YMCKq5AZzrh7K,europe/france,recUwquxTAuaSpYwc,europe/france,rec2YMCKq5AZzrh7K,"en,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh",,-0.8,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers half of the job requirement. The candidate has the required language and location for the job.""
    }"
32,recXsP0cgPHypy429,,,,,,sales,,,,,rec2ZeEGujDSRfryj,recXsP0cgPHypy429,,,,,,Rejected by client,,,,,,,rec2ZeEGujDSRfryj,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has hardskills that are related to the job requirements, and the degree subjects cover some of the job requirements. The candidate's location matches the job location, but the candidate does not speak the required language for the job.""
    }"
33,recETHEgTGsGxaBPv,2023-04-03,,40000.0,60000.0,"<ul class=""liste"">
<li>Relevant education at Bachelor level and at least 5 years work experience with European automotive industry</li>
<li>Certification of EV repair or equal is a must and senior repair qualification or equal is preferred</li>
<li>Extensive experience with after sales, preferably in the technical support and management</li>
<li>Skilled with the use of automotive diagnostics tools，repair solutions provision and disassembly and assembly skills</li>
<li>French as mother language and good command of the English language (written and spoken)</li>
<li>Skilled in the use of basic computer applications (MS Office)</li>
<li>Very good communication skills, able to effectively communicate with professionals in different cultures</li>
<li>Creative thinking in order to find efficient, customer oriented after sales solutions</li>
<li>High level of flexibility</li>
</ul>
",technical-advisor,,,5.0,10.0,rec3byfg3s4BHLGqf,recETHEgTGsGxaBPv,2023-07-03,,600000.0,700000.0,Auto Mechanics,Rejected by client,rec3byfg3s4BHLGqf,"adaptation,communication,intellectually-curious",rec3byfg3s4BHLGqf,europe/france,recETHEgTGsGxaBPv,europe/france,rec3byfg3s4BHLGqf,"de,en,fr",recETHEgTGsGxaBPv,"en,fr",-0.91,-56.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has relevant hardskills, degree subjects and language for the job. The candidate's location is also matched with the job location.""
    }"
34,reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5.0,5.0,5.0,10.0,rec3CHFVL6i5xl5IX,reczkFBZXTtSjNX96,,,450.0,,,Sent to Client,rec3CHFVL6i5xl5IX,"business-analysis,fx-options,mysql,risk-analysis,trading",,,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,rec3CHFVL6i5xl5IX,en,reczkFBZXTtSjNX96,en,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 5 out of 6 hardskills required in the job description, and the candidate can go to the job location and speak the required language.""
    }"
35,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec3dIme0mCAZVKYH,recMh3kDSANBvdJbu,,,,,,Rejected by CP,rec3dIme0mCAZVKYH,"agile-testing,apis,black-box-testing,java,jira,regression-testing,sanity-testing,scrum,sdlc,smoke-testing,sql-clr,stlc,white-box",,,recMh3kDSANBvdJbu,asia/india,rec3dIme0mCAZVKYH,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 6 out of 10 skills required for the job. The candidate can speak both English and Hindi which are required for the job. However, the candidate's location does not match with the job location.""
    }"
36,recIa8aDuWkKPM8rx,2023-06-05,,43000.0,50000.0,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Première expérience en tant que commercial</strong> ou équivalent dans les **marchés publics ( ventes de services) **</li>
<li><strong>Expérience dans  l'énergie</strong></li>
<li>Capacité à établir des relations de confiance avec les clients</li>
<li>Aptitude à la négociation et à la vente (<strong>avec une grande finesse d’argumentation - Aptitude à être en contact avec des personnalités publiques - Agilité à répondre au enjeu technico - économique, Avoir une bonne hygiène commercia</strong>l )</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.</li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
</ul>
",business-development,,,1.0,9.0,rec3j3GJqqaG6mjoK,recIa8aDuWkKPM8rx,,,48000.0,50000.0,Action commerciale,Rejected by CP,rec3j3GJqqaG6mjoK,hunting,rec3j3GJqqaG6mjoK,europe/france,recIa8aDuWkKPM8rx,europe/france,rec3j3GJqqaG6mjoK,fr,recIa8aDuWkKPM8rx,"en,fr",,-0.5,"
    Output:
    {
    ""Hardskill_Matching_Score"": 0.5,
    ""Degree_Subjects_Matching_Score"": 0.8,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has a hardskill 'hunting' which is related to the job position 'business-development'. The candidate has a degree subject 'Action commerciale' which covers some of the skills required in the job requirements. The candidate can go to the job location 'europe/france' and can speak the language 'fr' which is required in the job.""
    }"
37,recONKansnIbXY6ij,,,,,,marketing-manager,,,,,rec3jHERfN2Nx5vkF,recONKansnIbXY6ij,,,60000.0,,,Mission closed by client,,,,,recONKansnIbXY6ij,europe/france/paris,rec3jHERfN2Nx5vkF,"en,fr",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has hardskills related to the job requirements, degree subjects covers most of the job requirements, candidate has experience in the job position, candidate can go to the job location, and candidate can speak all the languages required for the job.""
    }"
38,recKmfrKT4uTpCS2x,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec3UDIKDapizjpjG,recKmfrKT4uTpCS2x,,,,,Department of Economics and Management,Waiting list,rec3UDIKDapizjpjG,"business-development,driving-license,management,marketing,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec3UDIKDapizjpjG,"en,pl,ru",recKmfrKT4uTpCS2x,"en,pl",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of 8 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate can speak all the languages required for the job, but the location does not match with the job location.""
    }"
39,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec3Zm1NBca1RI7uq,recMh3kDSANBvdJbu,,,,,,Sent to Client,rec3Zm1NBca1RI7uq,"agile-testing,apis,html,java,manual-testing,mysql,sdlc,selenium,selenium-testing,sikuli,stlc,test-automation,test-cases,test-scenarios,test-strategy",,,recMh3kDSANBvdJbu,asia/india,rec3Zm1NBca1RI7uq,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, 6 out of 11 degree subjects required for the job, 9 out of 10 hardskills and degree subjects required for the job, 0 out of 1 location required for the job, and 1 out of 2 languages required for the job.""
    }"
40,rec1fLbPRArMKBz4D,,,48000.0,48000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec445AfBMgEp6rEV,rec1fLbPRArMKBz4D,,,40000.0,45000.0,,Rejected by CP,rec445AfBMgEp6rEV,sales,,,rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,rec445AfBMgEp6rEV,en,rec1fLbPRArMKBz4D,en,,-0.8,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a Bachelor or Master in business, and has knowledge of Entrepreneur, Passion for BTOB Sales, Fluency in English and local language, Driving License, Willing to travel, Be able to attend necessary meetings, and Experienced in consumer electronics (mobile phones, headphones, etc.) or physical product sales. The candidate's location is in the same country as the job location, and the candidate can speak the language required for the job. Therefore, the hardskill matching score is 0.8, the degree subjects matching score is 0.6, the position matching score is 0.7, the location matching score is 1, and the language matching score is 1.""
    }"
41,recKmfrKT4uTpCS2x,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec4dGgktzAhUSALE,recKmfrKT4uTpCS2x,,,,,Business Administration,Rejected by CP,rec4dGgktzAhUSALE,"driving-license,management,marketing,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec4dGgktzAhUSALE,"en,pl",recKmfrKT4uTpCS2x,"en,pl",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has driving license, management, marketing and sales hardskills which are related to the job requirements. Candidate has a degree in Business Administration which covers some of the job requirements. Candidate is capable of the job position based on the hardskills and degree subjects. Candidate's location does not match with the job location. Candidate's language matches with the job language.""
    }"
42,rec0t420QAE6AgEAn,2023-04-01,,35000.0,55000.0,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,rec4INn4zLQsSN8nX,rec0t420QAE6AgEAn,2023-03-15,,40000.0,, Bachelor - Design Web Programmation objet et frameworks Gestion de projet ,Rejected by CP,rec4INn4zLQsSN8nX,".net-compact-framework,jdeveloper",,,,,rec4INn4zLQsSN8nX,"ar,en,fr",rec0t420QAE6AgEAn,fr,-0.17,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has .net-compact-framework and jdeveloper hardskills which are related to the job position, but not all the skills required. The candidate has Bachelor degree in Design Web Programmation objet et frameworks Gestion de projet which covers most of the job requirements. The candidate can speak French which is required for the job. The candidate's location is not matched with the job location.""
    }"
43,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec4kZZ3hjlC8Mxun,recMh3kDSANBvdJbu,,,,,,Sent to Client,rec4kZZ3hjlC8Mxun,"agile-environment,agile-modeling,agile-testing,bugzilla,figma,java,jira,mysql,scrum,selenium",,,recMh3kDSANBvdJbu,asia/india,rec4kZZ3hjlC8Mxun,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 8 out of 10 hardskills required for the job, and the candidate can speak both English and Hindi which are the required languages for the job. The candidate can also work in the job location.""
    }"
44,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec4SMmUMa8OT2rdU,recMh3kDSANBvdJbu,,,,,,Rejected by CP,rec4SMmUMa8OT2rdU,java,rec4SMmUMa8OT2rdU,asia/india,recMh3kDSANBvdJbu,asia/india,rec4SMmUMa8OT2rdU,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in Java which is related to the job requirement. The degree subjects of the candidate covers some of the job requirement. The candidate is capable of the job position. The candidate can go to the job location. The candidate can speak all the languages required for the job.""
    }"
45,rec6N2U5wJf7t3ySH,2023-04-03,,40000.0,70000.0,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1.0,5.0,rec4SyYUjU2nn5zlh,rec6N2U5wJf7t3ySH,2023-03-31,2023-04-14,60.0,70.0,"n sciences agronomiques, sociales et économiques, appliquées aux milieux tropicaux",Rejected by CP,rec4SyYUjU2nn5zlh,"ignite-ux,pack-office,sig",rec4SyYUjU2nn5zlh,worldwide,rec6N2U5wJf7t3ySH,europe/spain,rec4SyYUjU2nn5zlh,"en,es,fr",rec6N2U5wJf7t3ySH,"es,fr",-0.03,-3.994,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has ignite-ux, pack-office, and sig hardskills which are related to the job requirements. The candidate has degree subjects in sciences agronomiques, sociales et économiques, appliquées aux milieux tropicaux which covers most of the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate can travel to the job location or work remotely. The candidate can speak all the languages required for the job.""
    }"
46,rec6N2U5wJf7t3ySH,2023-04-03,,40000.0,70000.0,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1.0,5.0,rec4TOnVdc0ZADtgy,rec6N2U5wJf7t3ySH,2023-03-01,,40000.0,70000.0,Bachelor of Science,Rejected by CP,rec4TOnVdc0ZADtgy,"android,borland-c++,html,ios,java,javascript,mongodb,php,python,sql-azure",rec4TOnVdc0ZADtgy,europe/spain,rec6N2U5wJf7t3ySH,europe/spain,rec4TOnVdc0ZADtgy,"en,es,hi,pi,ur",rec6N2U5wJf7t3ySH,"es,fr",-0.33,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 60% of the job requirement. The candidate has the necessary hardskills and degree subject to fulfill the job position. The candidate's location is in the same country as the job location, and the candidate can travel there often. However, the candidate only speaks 5 languages, which does not match the job requirement of 2 languages.""
    }"
47,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,rec4w5AaNa3vIukBK,recAtcVMDz425qUT3,,,80000.0,,,Rejected by CP,rec4w5AaNa3vIukBK,"amazon-web-services-aws,data-feeds,data-science,databases,python",,,,,rec4w5AaNa3vIukBK,en,recAtcVMDz425qUT3,en,,-0.5,"
    Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": ""NA"",
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": ""NA"",
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 5 out of 7 hardskills required for the job, and the candidate can speak the required language for the job. However, the candidate does not have a degree in a related field and the location data is missing.""
    }"
48,recwe9VS4h7Qfkzjd,,,,,,customer-support,,,,,rec5CvYLW6QpUwALg,recwe9VS4h7Qfkzjd,,,30000.0,35000.0,,Mission closed by client,,,,,recwe9VS4h7Qfkzjd,europe/france/paris,rec5CvYLW6QpUwALg,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job.""
    }"
49,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec5cyo27dqhUGxJG,recwMSrftJ7BbX5mZ,2023-02-28,,34.0,,MS,Rejected by CP,rec5cyo27dqhUGxJG,python,,,recwMSrftJ7BbX5mZ,asia/india,rec5cyo27dqhUGxJG,"en,hi",recwMSrftJ7BbX5mZ,"en,hi",,-0.8286,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has MS degree which covers some of the job requirement. The candidate has Python hardskill and MS degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
50,reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5.0,5.0,5.0,10.0,rec5JEbnrl9wBzhtx,reczkFBZXTtSjNX96,,,128000.0,153600.0,"MSc, Business Systems Analysis and Design",Rejected by client,rec5JEbnrl9wBzhtx,"communication,fx-options,leadership,management,sql-clr",,,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,rec5JEbnrl9wBzhtx,en,reczkFBZXTtSjNX96,en,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers 4 out of 6 skills required for the job. The candidate's location does not match the job location, but the candidate can speak the language required for the job.""
    }"
